brand,model,body,color,transmiss,drive,steer,power,fuel,owners,title,mile_year,price
4,161,15,15,0,1,0,0.04365256738233161,0,0.028924396430338353,1,-0.09986381151621834,14.197365800433305
4,376,1,0,0,2,0,0.9713052247150135,0,1.0709971065146189,0,0.9749860767341723,13.772603056952997
4,254,1,15,0,2,0,1.576085094612455,0,1.0709971065146189,0,0.12182199378420187,14.896976687797414
4,161,15,6,1,1,0,-0.2801649950083378,2,0.028924396430338353,1,0.46458787600772794,14.37968735722726
4,376,1,15,0,2,0,1.152156679214215,0,-1.2344226506125335,1,-0.798463641411606,15.137266397946593
4,219,15,15,0,0,0,0.33281263587613064,0,-1.2344226506125335,1,-0.44167273200294654,14.456837989794423
4,254,1,1,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-1.3140738646148442,15.702277130770664
4,292,1,12,0,2,0,0.641830308896087,0,0.028924396430338353,1,-0.516780171184099,14.669925886120343
4,204,1,1,0,2,0,1.1232633143369228,0,-1.2344226506125335,1,-0.11551427424959157,15.068273526459642
4,161,15,15,0,1,0,0.04365256738233161,0,0.028924396430338353,1,0.2315361420742074,14.234220892822458
4,204,1,12,0,2,0,1.1232633143369228,0,1.0709971065146189,1,-0.11530367238897644,14.576316386998034
4,161,15,1,0,1,0,0.24114570101766036,0,-1.2344226506125335,1,-1.740225877497817,14.879876407903792
4,254,1,15,0,2,0,1.576085094612455,0,1.0709971065146189,1,0.4641965907890861,15.068273526459642
4,254,1,1,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-0.061770058504352306,15.201554887828955
4,254,1,1,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-0.061770058504352306,15.201554887828955
4,254,1,15,0,2,0,1.576085094612455,0,1.0709971065146189,0,0.614592517765583,14.603058413945703
4,254,1,15,0,2,0,1.576085094612455,0,1.0709971065146189,1,0.6021453102558189,14.968295325520776
4,376,1,15,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.7015257409758833,15.319587954740548
4,254,1,12,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-0.36902105842190147,15.547166103122624
4,254,1,15,0,2,0,0.9633577949112029,0,1.0709971065146189,1,1.3733014037062836,14.240778293368619
4,254,1,15,0,2,0,0.9393028462828572,3,-1.2344226506125335,1,-0.4558468461448266,15.383918120840383
4,254,1,15,0,2,0,1.576085094612455,0,0.028924396430338353,1,-0.5989450061879755,15.239822986271685
4,376,1,11,0,2,0,0.641830308896087,0,0.028924396430338353,1,-2.193311183502305,15.273892995478418
4,376,1,13,0,2,0,1.152156679214215,0,0.028924396430338353,1,-1.4372229937235919,15.319587954740548
4,292,1,11,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-0.24612455280963297,14.73180128983843
4,376,1,15,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-0.6749645501438315,14.970818190308929
4,392,5,15,0,0,0,0.7071416908945211,0,1.0709971065146189,0,2.677871476037884,13.458835614025542
4,292,1,15,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.3619978182901613,14.790070197962406
4,376,1,12,1,2,0,0.7434511311021436,2,-1.2344226506125335,1,0.7484909242744636,14.490493767896549
4,292,1,12,1,2,0,-0.45562615399810663,0,-1.2344226506125335,1,-0.5815248163107557,14.626440774180603
4,254,1,15,0,2,0,1.576085094612455,0,1.0709971065146189,1,0.8478080201276843,15.28522629723241
4,254,1,15,0,2,0,0.9393028462828572,3,-1.2344226506125335,1,-0.7625383647828156,15.511126166639427
4,376,1,5,0,2,0,0.49365027988502747,0,1.0709971065146189,0,1.32072799971094,13.253391639810733
4,201,15,12,0,0,0,0.33281263587613064,0,1.0709971065146189,1,0.14663021432326453,14.333708936059677
4,204,1,1,0,2,0,1.1232633143369228,0,1.0709971065146189,1,0.5173371134576065,14.590237725516642
4,219,15,15,0,0,0,0.7071416908945211,0,-1.2344226506125335,1,-1.4206948578876801,14.63308531689927
4,201,15,1,0,2,0,1.2699234270623485,0,1.0709971065146189,0,0.7956012301480289,14.17318500223609
4,161,15,1,0,1,0,0.04365256738233161,0,1.0709971065146189,1,-0.20970861206168692,14.266586177324491
4,161,15,1,0,1,0,0.24114570101766036,0,0.028924396430338353,1,-1.6525738656526137,14.994165554305921
4,376,1,11,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.0748475776970459,15.024172351776341
4,292,1,1,1,1,0,-0.45562615399810663,0,-1.2344226506125335,1,-2.085414871065718,14.845129975145433
4,376,1,1,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-2.1547406243952367,15.163583706263967
4,254,1,1,0,2,0,0.6034506506286751,2,1.0709971065146189,1,1.9014785169411137,14.056886877539544
4,254,1,15,0,2,0,0.9393028462828572,3,-1.2344226506125335,1,-0.28421063526116835,15.454507272639919
4,219,15,12,0,0,0,0.33281263587613064,0,1.0709971065146189,0,0.9564719516659125,13.652050008811239
4,292,1,12,1,1,0,-0.45562615399810663,0,1.0709971065146189,1,-0.9086576074774847,14.547878451677501
4,376,1,1,0,2,0,0.9792176850235722,0,1.0709971065146189,1,-0.6397579839735419,14.626440774180603
4,204,1,15,0,2,0,1.1232633143369228,0,0.028924396430338353,1,-0.8763775968882002,15.093662760464461
4,161,15,13,0,1,0,0.04365256738233161,0,1.0709971065146189,1,-1.256369778619462,14.552674623940995
4,204,1,11,0,2,0,0.9230860965097242,0,1.0709971065146189,0,1.1612508305211033,14.148404973237604
4,376,1,11,0,2,0,0.49365027988502747,2,1.0709971065146189,0,2.1703905170568873,13.017002861746503
4,251,15,15,0,2,0,1.8543330942220693,0,1.0709971065146189,1,-0.9509353874782317,15.520258650202699
4,251,15,15,0,0,0,1.6474303738459781,0,1.0709971065146189,0,1.7749774937671965,13.514405465180353
4,254,1,15,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-0.9518573697164445,15.438851375567365
4,376,1,1,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.4073464094048922,15.123573070814592
4,376,1,15,0,2,0,1.152156679214215,0,0.028924396430338353,1,-1.4933528995866199,15.082176431628634
4,254,1,12,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-0.6273958972041852,15.473738634567807
4,254,1,15,0,2,0,1.6634733471086822,0,-1.2344226506125335,1,0.2056204894971337,14.978036172376036
4,376,1,15,0,1,0,0.641830308896087,0,0.028924396430338353,1,-1.1562458504864905,15.059665151923042
4,452,1,2,1,1,0,-0.45562615399810663,0,-1.2344226506125335,1,-1.8599970626817701,14.647984803745318
4,292,1,12,1,2,0,-0.37399354337152513,2,-1.2344226506125335,1,-0.7203487392500972,14.73459737714043
4,376,1,13,0,2,0,0.25284598286652593,0,1.0709971065146189,1,2.3976240024436213,13.180632285528304
4,254,1,15,0,2,0,0.9393028462828572,3,0.028924396430338353,1,-1.0762975391415042,15.434898801251542
4,254,1,13,0,2,0,0.9393028462828572,3,-1.2344226506125335,1,-1.3584179850853746,15.590293402985212
4,161,15,15,0,1,0,0.7434511311021436,0,1.0709971065146189,1,-0.7577662908440445,14.71972870860416
4,292,1,1,1,2,0,-0.37399354337152513,2,-1.2344226506125335,1,-1.0247505990584171,14.804679935251002
4,376,1,1,0,2,0,0.9792176850235722,0,1.0709971065146189,1,-0.36033078323117185,14.643576668074001
4,376,1,15,0,2,0,0.9792176850235722,0,-1.2344226506125335,1,0.19295262901944657,14.545471711646936
4,254,1,13,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-1.148607534149617,15.631962639782701
4,254,1,1,0,2,0,0.9393028462828572,3,1.0709971065146189,1,-0.5162681497744617,15.410849546018873
4,254,1,15,0,2,0,0.6034506506286751,0,1.0709971065146189,1,1.9269043775817718,13.805460222110773
4,376,1,13,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-2.1301822586555375,15.162284160921882
4,254,1,9,0,2,0,1.576085094612455,0,1.0709971065146189,0,0.7183338314252188,14.684709682304579
4,376,1,1,1,2,0,0.7434511311021436,2,1.0709971065146189,0,0.12477951197936861,14.71159858252091
4,254,1,15,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-2.0206488323941296,15.856730886823913
4,161,15,15,0,1,0,0.04365256738233161,0,0.028924396430338353,1,-0.6312650247541437,14.40274151293267
4,204,1,6,0,2,0,1.1232633143369228,0,0.028924396430338353,1,0.04300961138679549,15.018182516557163
4,376,1,1,0,2,0,0.9792176850235722,0,0.028924396430338353,1,0.4409053294132232,14.230925996925606
4,376,1,1,0,2,0,1.152156679214215,0,0.028924396430338353,1,-1.2365835381271453,15.225765556529009
4,376,1,15,1,2,0,0.36608752693647,2,-1.2344226506125335,0,1.6455182656412957,13.909911233385758
4,376,1,15,0,2,0,0.641830308896087,0,-1.2344226506125335,0,-0.8092125038678062,14.875035457924337
4,251,15,15,0,0,0,1.6474303738459781,0,1.0709971065146189,1,1.4463291402173901,13.547631112808673
4,376,1,7,0,1,0,0.0949336276660819,0,-1.2344226506125335,1,0.022963184147047993,14.438235274227674
4,376,1,0,0,1,0,0.0949336276660819,0,1.0709971065146189,1,0.29805749194382763,14.045033716242523
4,204,1,15,0,2,0,1.1232633143369228,0,1.0709971065146189,1,1.1080543342735032,14.626440774180603
4,254,1,15,0,2,0,1.576085094612455,0,0.028924396430338353,1,1.9462641661846514,14.53335035111459
4,292,1,15,1,1,0,-0.45562615399810663,0,0.028924396430338353,1,-0.472743858760684,14.515136704621929
4,204,1,1,0,2,0,1.1232633143369228,0,1.0709971065146189,1,0.08593575266034385,14.946912669455374
4,376,1,6,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-2.407238775805483,15.269229895398954
4,292,1,1,1,2,0,-0.45562615399810663,0,-1.2344226506125335,1,-1.6754751707967568,14.854018922562679
4,254,1,12,0,2,0,1.576085094612455,0,1.0709971065146189,1,-0.4470736634194722,15.127350733159217
4,292,1,12,1,2,0,-0.45562615399810663,0,1.0709971065146189,1,-0.5157624468771429,14.573039997453488
4,376,1,15,0,1,0,0.641830308896087,0,0.028924396430338353,1,-1.1834862057555093,15.008523522053869
4,376,1,12,0,2,0,1.152156679214215,0,-1.2344226506125335,1,-1.2638260972408744,15.123573070814592
4,201,15,11,0,0,0,0.7434511311021436,0,1.0709971065146189,1,1.1733814715730522,13.473020249017498
4,376,1,1,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.8736648427030782,15.337209556090368
4,254,1,15,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-0.5844888172828332,15.463207182515465
4,254,1,12,0,2,0,1.576085094612455,0,0.028924396430338353,1,-2.1582834922926866,15.892448969425992
4,254,1,15,0,2,0,0.9393028462828572,3,0.028924396430338353,1,-0.9698654568331354,15.486795873724455
4,254,1,15,0,2,0,1.576085094612455,0,0.028924396430338353,0,0.3193170333857037,14.821641993838218
4,376,1,13,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.5210054426237383,15.095888693492615
4,376,1,12,0,2,0,0.641830308896087,0,0.028924396430338353,1,-2.0773612977320597,15.24821129189832
4,204,1,15,0,2,0,0.8651547315197579,0,1.0709971065146189,0,0.662068448733681,14.30715336231349
4,254,1,15,0,2,0,1.576085094612455,0,0.028924396430338353,1,-1.3856594716442643,15.754108322296464
4,254,1,1,0,2,0,1.576085094612455,0,0.028924396430338353,1,-1.2291886260662948,15.623799329143539
4,219,15,2,0,0,0,0.33281263587613064,0,1.0709971065146189,0,1.7661675219118043,13.500799813124575
4,376,1,15,0,2,0,0.9713052247150135,0,1.0709971065146189,1,0.7827318332353811,13.943903772732673
4,254,1,1,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-0.2597270210141753,15.510942663565235
4,376,1,1,0,2,0,0.9792176850235722,0,0.028924396430338353,1,-0.9885828093017407,14.665234045566317
4,254,1,15,0,2,0,1.576085094612455,0,0.028924396430338353,1,1.0557890475191332,14.580978400103845
4,292,1,1,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.746765807476567,14.962913010801817
4,254,1,12,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-0.7653005764064501,15.501909511534503
4,376,1,15,0,2,0,0.641830308896087,0,0.028924396430338353,1,-1.6783202254479521,15.093662760464461
4,376,1,1,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-0.07657834677148626,14.93718811956338
4,376,1,11,0,1,0,0.0949336276660819,0,1.0709971065146189,1,-0.06931290651862516,14.436087045689384
4,376,1,15,0,2,0,0.9792176850235722,0,0.028924396430338353,1,-0.19957669675860645,14.51761747989569
4,201,15,13,0,0,0,0.33281263587613064,0,0.028924396430338353,0,0.3149601308574363,14.357834848789636
4,376,1,12,0,1,0,0.641830308896087,0,0.028924396430338353,1,-1.0456062753681228,14.959414835824091
4,254,1,1,0,2,0,1.576085094612455,0,0.028924396430338353,1,-0.5241135577661407,15.52022010400526
4,376,1,1,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-0.8159129853278323,14.946912669455374
4,292,1,15,1,2,0,-0.45562615399810663,0,0.028924396430338353,1,-2.4968917857440913,14.989539485917138
4,251,15,15,0,0,0,1.6474303738459781,0,1.0709971065146189,0,1.2216002693670036,14.115615150414612
4,376,1,11,0,2,0,0.9792176850235722,0,0.028924396430338353,1,-0.003376342181978862,14.440914086437699
4,376,1,15,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-2.0285176729813816,15.218907826983827
4,161,15,12,0,1,0,0.04365256738233161,0,1.0709971065146189,0,-1.1093732316051164,14.61481793435261
4,254,1,15,0,2,0,0.9393028462828572,3,-1.2344226506125335,1,-0.7496430315531969,15.534520106827665
4,201,15,1,0,0,0,0.33281263587613064,0,1.0709971065146189,0,-0.19136836292225726,14.346138809026444
4,254,1,12,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-1.4005992817845354,15.702428680365559
4,376,1,1,0,2,0,0.641830308896087,0,0.028924396430338353,1,-1.1792957682431406,14.929996195788673
4,254,1,1,0,2,0,1.576085094612455,0,0.028924396430338353,1,-1.4683384180499117,15.623471406530337
4,292,1,6,1,2,0,-0.45562615399810663,0,0.028924396430338353,1,-0.814661932115162,14.690145614569596
4,376,1,12,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.2370547139293828,14.952381558749474
4,219,15,15,0,0,0,0.33281263587613064,0,1.0709971065146189,0,1.0989830872835527,13.610943392223
4,292,1,1,1,2,0,-0.45562615399810663,0,0.028924396430338353,1,-0.33292695920606824,14.547878451677501
4,376,1,1,0,1,0,0.0949336276660819,0,-1.2344226506125335,1,0.41361290622973673,14.22097566607244
4,292,1,7,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.4769817248778423,14.975531474761027
4,376,1,2,0,2,0,0.9713052247150135,0,1.0709971065146189,0,1.0700380292891687,13.58609739363647
4,376,1,15,0,2,0,0.641830308896087,0,1.0709971065146189,1,-1.2620006658622722,14.966082585563095
4,376,1,0,0,2,0,0.5642640682685981,0,-1.2344226506125335,1,2.211529413604884,13.487006490992238
4,251,15,15,0,0,0,1.6474303738459781,0,0.028924396430338353,1,0.4357868301037858,13.779883380321124
4,376,1,6,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.1057241810223402,15.047779231445057
4,376,1,15,0,2,0,0.9792176850235722,0,0.028924396430338353,1,-0.2580603302693749,14.508157613482537
4,161,15,1,0,1,0,0.9792176850235722,0,0.028924396430338353,0,1.0277047891286384,13.875664480784021
4,254,1,15,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-1.9421830041640178,15.967272761223736
4,292,1,15,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.2369104901887364,14.879186276751488
4,254,1,15,0,2,0,1.576085094612455,0,1.0709971065146189,0,0.6754435487507287,14.851183046858509
4,254,1,15,0,2,0,0.9393028462828572,3,-1.2344226506125335,1,-0.383987119528419,15.567315711685296
4,376,1,7,0,2,0,0.9792176850235722,0,-1.2344226506125335,1,0.1109367220386657,14.340239086899256
4,376,1,15,0,1,0,0.0949336276660819,0,1.0709971065146189,1,0.13431618175337115,14.214286677921642
4,292,1,1,1,2,0,-0.37399354337152513,2,0.028924396430338353,1,-0.10744365319669474,14.626440774180603
4,161,15,12,0,1,0,0.24114570101766036,0,0.028924396430338353,1,-1.6519982230746155,15.001828427051489
4,376,1,1,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-0.7821890778117209,14.950133284155417
4,376,1,12,0,2,0,0.9713052247150135,0,1.0709971065146189,0,1.0450957659584954,13.710150042306449
4,292,1,1,1,2,0,-0.45562615399810663,0,-1.2344226506125335,1,-1.0298525453251912,14.647114481671235
4,376,1,1,0,2,0,0.9792176850235722,0,-1.2344226506125335,1,-0.8944970588380481,14.699278098132869
4,376,1,6,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.20256046844661,15.008523522053869
4,376,1,15,0,1,0,0.0949336276660819,0,1.0709971065146189,1,-0.19364487503651162,14.30715336231349
4,254,1,15,0,2,0,0.9393028462828572,3,0.028924396430338353,1,-1.5332659935792097,15.789591583986283
4,376,1,1,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-0.7863569276185435,15.009433026436708
4,254,1,15,0,2,0,0.9393028462828572,3,-1.2344226506125335,1,-1.8240904268709255,15.84365880525656
4,161,15,6,0,1,0,0.04365256738233161,0,1.0709971065146189,0,-0.39758434520488056,14.403297222866392
4,376,1,12,1,2,0,0.7434511311021436,2,1.0709971065146189,0,1.0095107536574643,14.09692301740246
4,161,15,6,0,1,0,0.04365256738233161,0,0.028924396430338353,1,-0.09371224563319926,14.328932209133306
4,292,1,1,1,2,0,-0.45562615399810663,0,0.028924396430338353,1,-0.6227487233039596,14.639247308227821
4,376,1,12,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.6866672824129068,15.238377899315005
4,204,1,15,0,2,0,0.6131200237905161,0,1.0709971065146189,1,1.7600699427029611,13.963930563082547
4,376,1,12,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.2293678862782853,15.090593989748163
4,161,15,15,0,1,0,0.04365256738233161,0,-1.2344226506125335,1,-0.5951272338004294,14.451028625687583
4,161,15,15,0,1,0,0.24114570101766036,0,-1.2344226506125335,1,-1.5395319880697889,14.914122846632385
4,254,1,15,0,2,0,1.576085094612455,0,0.028924396430338353,1,0.628185393224312,14.879876407903792
4,376,1,11,0,2,0,0.9792176850235722,0,-1.2344226506125335,1,-0.2507083552257131,14.47768293422479
4,376,1,11,0,2,0,0.25284598286652593,0,1.0709971065146189,1,2.688920026593651,13.199324418540456
4,292,1,1,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.495730862827859,14.962913010801817
4,254,1,1,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-0.29476378994872876,15.473738634567807
4,292,1,1,1,2,0,-0.45562615399810663,0,-1.2344226506125335,1,-1.5553654638122756,14.73180128983843
4,161,15,1,0,1,0,-0.45562615399810663,0,0.028924396430338353,1,-0.8484571164657826,14.500625566826955
4,254,1,12,0,2,0,1.576085094612455,0,1.0709971065146189,0,0.17487349125830787,14.91078394536687
4,201,15,0,0,0,0,0.33281263587613064,0,-1.2344226506125335,1,0.741920379892231,14.237504968023648
4,161,15,15,0,1,0,0.24114570101766036,0,-1.2344226506125335,1,-1.7801503519695592,14.913789457731147
4,254,1,15,0,2,0,0.9393028462828572,3,0.028924396430338353,1,-0.7194754468504779,15.49260711887219
4,254,1,15,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-1.3252526821700543,15.58195221920804
4,292,1,11,1,1,0,-0.45562615399810663,0,-1.2344226506125335,1,-0.346356758974133,14.557447902693651
4,376,1,15,0,2,0,0.9713052247150135,0,1.0709971065146189,1,0.8176159672455477,13.919870573288517
4,376,1,1,0,2,0,0.9792176850235722,0,-1.2344226506125335,1,-0.1384492799623289,14.375126345899696
4,219,15,7,0,0,0,0.33281263587613064,0,1.0709971065146189,0,1.1966054735926719,13.764217263576723
4,376,1,5,0,2,0,0.9792176850235722,0,1.0709971065146189,1,-0.23344145960603432,14.626440774180603
4,254,1,12,0,2,0,1.576085094612455,0,0.028924396430338353,1,-0.8029874203116509,15.520258650202699
4,204,1,11,0,2,0,0.6131200237905161,0,-1.2344226506125335,1,0.7156978581101244,14.310206799800381
4,376,1,1,0,1,0,0.0949336276660819,0,0.028924396430338353,1,-0.206547311085555,14.450498824350687
4,292,1,15,1,2,0,-0.45562615399810663,0,-1.2344226506125335,1,-1.614693470235371,14.739769459487606
4,161,15,15,0,1,0,0.04365256738233161,0,0.028924396430338353,1,-0.004065139045407437,14.316285845876763
4,376,1,15,0,2,0,1.152156679214215,0,-1.2344226506125335,1,-2.1835369612587137,15.444751097694555
4,254,1,1,0,2,0,1.576085094612455,0,0.028924396430338353,0,-0.7012024898281485,15.648092021712584
4,292,1,1,0,2,0,0.641830308896087,0,1.0709971065146189,0,-1.3566811094421256,14.862478613480045
4,376,1,12,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-0.7915051957453452,14.975531474761027
4,254,1,15,0,2,0,1.576085094612455,0,0.028924396430338353,1,-1.187211623202351,15.623635381278593
4,204,1,15,0,2,0,0.6131200237905161,0,1.0709971065146189,0,1.1675611959819778,14.206876741692938
4,359,5,15,0,0,0,0.7071416908945211,0,-1.2344226506125335,1,-1.3161144608911477,14.806908762325234
4,219,15,1,0,0,0,0.33281263587613064,0,1.0709971065146189,1,-0.06576963071531862,14.374554754000739
4,219,15,15,0,0,0,0.33281263587613064,0,1.0709971065146189,1,-0.08914323261679633,14.344961645853429
4,376,1,12,0,2,0,1.1086378444918197,0,-1.2344226506125335,1,-0.9106667238658332,15.081048717948365
4,376,1,7,0,2,0,0.641830308896087,0,1.0709971065146189,1,-1.3366740362958547,15.082458161451598
4,251,15,15,0,2,0,1.5928195299214298,0,1.0709971065146189,0,-0.04548038652607988,14.45631125815201
4,204,1,15,0,2,0,1.1232633143369228,0,0.028924396430338353,1,-1.5159868243278207,15.379532606867892
4,254,1,1,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-1.288608288464753,15.76113495190977
4,376,1,6,0,1,0,0.0949336276660819,0,0.028924396430338353,1,-0.7309527934548812,14.55697159880277
4,376,1,1,0,2,0,1.152156679214215,0,-1.2344226506125335,1,-2.0501526488337434,15.319365707823309
4,292,1,6,1,2,0,-0.45562615399810663,0,0.028924396430338353,1,-1.3614741882701662,14.9131223462988
4,376,1,1,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-2.0674410021293874,15.250118779362715
4,254,1,15,0,2,0,1.576085094612455,0,0.028924396430338353,1,-1.5324049439167806,15.58876655562777
4,254,1,13,0,2,0,1.576085094612455,0,0.028924396430338353,1,-0.4766612834042226,15.605601970091632
4,376,1,15,0,1,0,0.641830308896087,0,-1.2344226506125335,1,-0.8757082032725512,14.879876407903792
4,161,15,1,0,1,0,0.24114570101766036,0,1.0709971065146189,0,-1.216041140891432,14.819812167161142
4,292,1,1,0,2,0,0.641830308896087,0,1.0709971065146189,1,-0.3939213306028891,14.690562541821832
4,254,1,12,0,2,0,0.6034506506286751,2,1.0709971065146189,0,2.391143941374783,14.099937337695382
4,201,15,15,0,2,0,1.2699234270623485,0,1.0709971065146189,0,0.4518651568230103,14.30715336231349
4,161,15,1,0,1,0,0.24114570101766036,0,-1.2344226506125335,1,-1.5146701676819372,15.067987771349825
4,161,15,15,0,1,0,0.04365256738233161,0,1.0709971065146189,1,0.21478611470679151,14.249887009566859
4,201,15,15,0,0,0,0.37705140706454277,0,1.0709971065146189,1,2.5951148076595554,12.2783933071098
4,376,1,15,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-1.4202528049630203,15.055333015183907
4,254,1,15,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-1.8965526135413537,15.943742263813542
4,292,1,1,1,2,0,-0.45562615399810663,0,-1.2344226506125335,1,-0.6062242780754621,14.626440774180603
4,376,1,1,1,2,0,0.8651547315197579,2,0.028924396430338353,1,-1.5865007203315065,15.328437570017531
4,204,1,15,0,2,0,1.1232633143369228,0,-1.2344226506125335,1,0.5141417109726389,14.862829552244833
4,376,1,12,0,2,0,0.9792176850235722,0,0.028924396430338353,1,0.3460473953740894,14.503645196700676
4,254,1,1,0,2,0,1.576085094612455,0,-1.2344226506125335,1,0.09728565642443493,15.093662760464461
4,376,1,7,0,1,0,0.0949336276660819,0,-1.2344226506125335,1,-0.5899412500624597,14.711190335934305
4,254,1,15,0,2,0,0.9393028462828572,3,-1.2344226506125335,1,-1.1861927561795347,15.64005985001532
4,292,1,1,1,2,0,-0.45562615399810663,0,-1.2344226506125335,1,-0.9006176913616493,14.659230597003594
4,254,1,15,0,2,0,1.576085094612455,0,-1.2344226506125335,1,-0.38536705505235613,15.536489845131282
4,161,15,1,0,1,0,0.04365256738233161,0,1.0709971065146189,1,-0.227374022873144,14.315679601541737
4,135,23,6,1,1,0,-1.542033628470329,2,1.0709971065146189,1,1.0203320778451224,13.892471599100402
4,161,15,1,0,1,0,0.04365256738233161,0,-1.2344226506125335,1,-1.127662506274417,14.603513269536899
4,292,1,7,1,2,0,-0.45562615399810663,0,0.028924396430338353,1,-0.5957246837839965,14.599412101792684
4,292,1,15,0,2,0,0.641830308896087,0,-1.2344226506125335,1,-0.9262821794400969,14.83796148566682
4,376,1,15,0,2,0,0.9792176850235722,0,1.0709971065146189,0,-0.4018740175263909,14.654920245502472
